Country,Country Code,Region,Year,Mortality_Rate,yhat_lower,yhat_upper,Model_Source,Model_Path
Cameroon,CMR,Sub-Saharan Africa,2026,0.46316365285610744,-0.30850772889197237,1.2415233313923426,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Canada,CAN,North America,2026,0.21920371632833674,0.07382877383504259,0.3930345860450894,fallback_region:North America,saved/region_North_America.pkl
Cayman Islands,CYM,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Central African Republic,CAF,Sub-Saharan Africa,2026,0.46316365285610744,-0.30126598021765283,1.214102651352183,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Chad,TCD,Sub-Saharan Africa,2026,0.46316365285610744,-0.325303942686162,1.2652533646877058,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Chile,CHL,Latin America and Caribbean,2026,-1.2131752848091097,-11.311490489532103,8.737238497270129,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
China,CHN,East Asia and Pacific,2026,-0.2627130303780221,-1.7451356517785743,1.2999343350236303,country,saved/country_China.pkl
"China, Hong Kong Special Administrative Region",HKG,East Asia and Pacific,2026,,,,no_model_insufficient_data,
"China, Macao Special Administrative Region",MAC,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Colombia,COL,Latin America and Caribbean,2026,0.19610048395247953,-0.15023949528199895,0.5508816774993183,country,saved/country_Colombia.pkl
Comoros,COM,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Congo,COG,Sub-Saharan Africa,2026,0.46316365285610744,-0.2650042027606171,1.2249338634435936,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Costa Rica,CRI,Latin America and Caribbean,2026,-1.2131752848091097,-10.509039186000525,8.782090961096038,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Croatia,HRV,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Cuba,CUB,Latin America and Caribbean,2026,-1.2131752848091097,-10.999289076024308,8.391012764700918,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Cyprus,CYP,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Czechia,CZE,Europe and Central Asia,2026,3.4494572194969226,-0.9712362735528981,7.80500004713908,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Côte d’Ivoire,CIV,Sub-Saharan Africa,2026,0.46316365285610744,-0.2818580694112242,1.2531583802459443,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Democratic People's Republic of Korea,PRK,East Asia and Pacific,2026,-0.270452392312998,-3.5459032988331547,3.0913722066806084,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Democratic Republic of the Congo,COD,Sub-Saharan Africa,2026,0.8739394974397566,-0.8289603752288641,2.706386440821975,country,saved/country_Democratic_Republic_of_the_Congo.pkl
Denmark,DNK,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Djibouti,DJI,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Dominica,DMA,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Dominican Republic,DOM,Latin America and Caribbean,2026,-1.2131752848091097,-10.781454983871239,8.959376549648523,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Ecuador,ECU,Latin America and Caribbean,2026,-1.2131752848091097,-11.162360403431215,8.535476747927264,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Egypt,EGY,Middle East and North Africa,2026,,,,no_model_insufficient_data,
El Salvador,SLV,Latin America and Caribbean,2026,-1.2131752848091097,-11.42809112706192,8.834029999969923,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Equatorial Guinea,GNQ,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Eritrea,ERI,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Estonia,EST,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Eswatini,SWZ,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Ethiopia,ETH,Sub-Saharan Africa,2026,0.46316365285610744,-0.2783556749898718,1.2602736202021576,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Fiji,FJI,East Asia and Pacific,2026,-0.270452392312998,-3.3736578995030437,2.9635446988389207,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Finland,FIN,Europe and Central Asia,2026,,,,no_model_insufficient_data,
France,FRA,Europe and Central Asia,2026,1.4159389415261545,-6.335714793556413,9.953911078780067,country,saved/country_France.pkl
French Polynesia,PYF,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Gabon,GAB,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Gambia,GMB,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Georgia,GEO,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Germany,DEU,Europe and Central Asia,2026,3.4494572194969226,-0.926673077911864,7.653732286700965,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Ghana,GHA,Sub-Saharan Africa,2026,0.46316365285610744,-0.2751685986819303,1.2056542960875711,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Greece,GRC,Europe and Central Asia,2026,3.4494572194969226,-0.5437143920173084,7.826383636123129,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Grenada,GRD,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Guam,GUM,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Guatemala,GTM,Latin America and Caribbean,2026,0.34058995732024333,-2.583970193224817,3.2757034171618042,country,saved/country_Guatemala.pkl
Guinea,GIN,Sub-Saharan Africa,2026,0.46316365285610744,-0.32981966863977696,1.2325717554339468,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Guinea-Bissau,GNB,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Guyana,GUY,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Haiti,HTI,Latin America and Caribbean,2026,-78.4512965683006,-630.5443531735143,465.0844144774109,country,saved/country_Haiti.pkl
Honduras,HND,Latin America and Caribbean,2026,-1.2131752848091097,-10.364863329881539,9.00165967387773,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Hungary,HUN,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Iceland,ISL,Europe and Central Asia,2026,,,,no_model_insufficient_data,
India,IND,South Asia,2026,0.026316196201054593,-0.46465390772528214,0.48067705992066584,country,saved/country_India.pkl
Indonesia,IDN,East Asia and Pacific,2026,-3.140343337079257,-21.66557237015747,15.186736485326847,country,saved/country_Indonesia.pkl
Iran (Islamic Republic of),IRN,South Asia,2026,-2.2153561900871863,-11.832106877161262,6.783906441035086,country,saved/country_Iran_(Islamic_Republic_of).pkl
Iraq,IRQ,Middle East and North Africa,2026,4.029287261457757,-1.458191939701434,9.385855622440895,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Ireland,IRL,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Israel,ISR,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Italy,ITA,Europe and Central Asia,2026,25.611512238662336,14.663467758342799,36.21308608529746,country,saved/country_Italy.pkl
Jamaica,JAM,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Japan,JPN,East Asia and Pacific,2026,-0.30167397094111575,-4.193256382522514,3.2680207502861682,country,saved/country_Japan.pkl
Jordan,JOR,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Kazakhstan,KAZ,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Kenya,KEN,Sub-Saharan Africa,2026,0.3680944679418243,0.06694878695983764,0.6819787368071851,country,saved/country_Kenya.pkl
Kiribati,KIR,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Kuwait,KWT,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Kyrgyzstan,KGZ,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Lao People's Democratic Republic,LAO,East Asia and Pacific,2026,-0.270452392312998,-3.3114341623303036,2.884244874799578,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Latvia,LVA,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Lebanon,LBN,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Lesotho,LSO,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Liberia,LBR,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Libya,LBY,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Liechtenstein,LIE,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Lithuania,LTU,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Luxembourg,LUX,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Madagascar,MDG,Sub-Saharan Africa,2026,0.006841106193165208,-0.8876012186136322,0.9215816617157213,country,saved/country_Madagascar.pkl
Malawi,MWI,Sub-Saharan Africa,2026,0.46316365285610744,-0.3173807396877623,1.2851835543170447,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Malaysia,MYS,East Asia and Pacific,2026,-0.270452392312998,-3.6531246952431378,2.6734881324330297,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Maldives,MDV,South Asia,2026,,,,no_model_insufficient_data,
Mali,MLI,Sub-Saharan Africa,2026,0.46316365285610744,-0.303467779188513,1.263574686945304,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Malta,MLT,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Marshall Islands,MHL,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Mauritania,MRT,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Mauritius,MUS,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Mexico,MEX,Latin America and Caribbean,2026,0.08902806976391403,-0.017349084157185224,0.20270359403729404,country,saved/country_Mexico.pkl
Micronesia (Federated States of),FSM,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Mongolia,MNG,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Montenegro,MNE,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Morocco,MAR,Middle East and North Africa,2026,4.029287261457757,-1.5769058133345666,9.701226755007347,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Mozambique,MOZ,Sub-Saharan Africa,2026,0.47981380234556,-0.6035719351482705,1.563988549282682,country,saved/country_Mozambique.pkl
Myanmar,MMR,East Asia and Pacific,2026,-0.270452392312998,-3.3705715666057774,3.147647178005946,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Namibia,NAM,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Nepal,NPL,South Asia,2026,3.0016595385371803,-4.2916548410673805,10.29498397097102,country,saved/country_Nepal.pkl
Netherlands (Kingdom of the),NLD,Europe and Central Asia,2026,,,,no_model_insufficient_data,
New Caledonia,NCL,East Asia and Pacific,2026,,,,no_model_insufficient_data,
New Zealand,NZL,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Nicaragua,NIC,Latin America and Caribbean,2026,-1.2131752848091097,-11.463586397270007,7.985684707487391,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Niger,NER,Sub-Saharan Africa,2026,0.5978942956454157,-0.2255075642076159,1.433850052506883,country,saved/country_Niger.pkl
Nigeria,NGA,Sub-Saharan Africa,2026,0.4760689088841473,-0.04899137600801295,0.9003213881498292,country,saved/country_Nigeria.pkl
North Macedonia,MKD,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Northern Mariana Islands,MNP,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Norway,NOR,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Oman,OMN,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Pakistan,PAK,South Asia,2026,-1.1497578436115372,-11.657719250248244,8.637479917047703,country,saved/country_Pakistan.pkl
Palau,PLW,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Panama,PAN,Latin America and Caribbean,2026,-1.2131752848091097,-11.150179898647744,8.495894782551412,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Papua New Guinea,PNG,East Asia and Pacific,2026,-0.270452392312998,-3.7046329937750357,2.798335530872184,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Paraguay,PRY,Latin America and Caribbean,2026,-1.2131752848091097,-11.047034593474915,8.25359331526328,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Peru,PER,Latin America and Caribbean,2026,0.1645178201791652,-0.7104209975218208,0.9668476200889491,country,saved/country_Peru.pkl
Philippines,PHL,East Asia and Pacific,2026,-0.18448446899464205,-2.023091080741403,1.5667430170984455,country,saved/country_Philippines.pkl
Poland,POL,Europe and Central Asia,2026,4.4127214310788965,3.7424952370571543,5.09227067944215,country,saved/country_Poland.pkl
Portugal,PRT,Europe and Central Asia,2026,3.4494572194969226,-0.6175243728058409,7.59299698395735,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Puerto Rico,PRI,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Qatar,QAT,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Republic of Korea,KOR,East Asia and Pacific,2026,-0.270452392312998,-3.3500074996935205,3.0794413059327383,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Republic of Moldova,MDA,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Romania,ROU,Europe and Central Asia,2026,28.09131332749813,25.288908466049826,30.918537169428983,country,saved/country_Romania.pkl
Russian Federation,RUS,Europe and Central Asia,2026,3.4494572194969226,-0.7592343069673994,7.670979576251346,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Rwanda,RWA,Sub-Saharan Africa,2026,0.46316365285610744,-0.3400035251546065,1.2009065047699647,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Saint Kitts and Nevis,KNA,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Saint Lucia,LCA,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Saint Martin (French Part),MAF,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Saint Vincent and the Grenadines,VCT,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Samoa,WSM,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Sao Tome and Principe,STP,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Saudi Arabia,SAU,Middle East and North Africa,2026,4.029287261457757,-1.9377815617929783,9.934399138641242,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Senegal,SEN,Sub-Saharan Africa,2026,0.46316365285610744,-0.35594239544694545,1.2953661213857628,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Serbia,SRB,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Seychelles,SYC,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Sierra Leone,SLE,Sub-Saharan Africa,2026,0.46316365285610744,-0.3125459179846473,1.2172936100281049,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Singapore,SGP,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Sint Maarten (Dutch part),SXM,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Slovakia,SVK,Europe and Central Asia,2026,3.4494572194969226,-0.6719189340685106,7.264689119726053,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Slovenia,SVN,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Solomon Islands,SLB,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Somalia,SOM,Sub-Saharan Africa,2026,0.46316365285610744,-0.30631007871941235,1.2336552557179352,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
South Africa,ZAF,Sub-Saharan Africa,2026,0.2768641421561997,0.03046254561879373,0.5389154190016916,country,saved/country_South_Africa.pkl
South Sudan,SSD,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Spain,ESP,Europe and Central Asia,2026,3.4494572194969226,-0.8432645879123573,7.432606284414481,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Sri Lanka,LKA,South Asia,2026,-7.603327559387799,-51.977041256195776,33.39262405292614,country,saved/country_Sri_Lanka.pkl
State of Palestine,PSE,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Sudan,SDN,Middle East and North Africa,2026,0.6632760443970402,-0.6726999609266766,2.005859821567268,country,saved/country_Sudan.pkl
Suriname,SUR,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Sweden,SWE,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Switzerland,CHE,Europe and Central Asia,2026,3.4494572194969226,-0.7046652015192424,7.581184138335728,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Syrian Arab Republic,SYR,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Tajikistan,TJK,Europe and Central Asia,2026,3.4494572194969226,-0.45976985993430336,7.456901059835879,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Thailand,THA,East Asia and Pacific,2026,-0.5333067784461125,-3.493041473435242,2.535338744339388,country,saved/country_Thailand.pkl
Timor-Leste,TLS,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Togo,TGO,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Tonga,TON,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Trinidad and Tobago,TTO,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Tunisia,TUN,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Turkmenistan,TKM,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Turks and Caicos Islands,TCA,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Tuvalu,TUV,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Türkiye,TUR,Middle East and North Africa,2026,4.029287261457757,-1.7567681302789773,9.661314111440861,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Uganda,UGA,Sub-Saharan Africa,2026,0.8875601087462176,-0.4621994229429227,2.2612941711731236,country,saved/country_Uganda.pkl
Ukraine,UKR,Europe and Central Asia,2026,3.4494572194969226,-0.8287530582134599,7.624278163913298,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
United Arab Emirates,ARE,Middle East and North Africa,2026,,,,no_model_insufficient_data,
United Kingdom of Great Britain and Northern Ireland,GBR,Europe and Central Asia,2026,3.4494572194969226,-0.700842356589089,7.667091672035634,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
United Republic of Tanzania,TZA,Sub-Saharan Africa,2026,0.46316365285610744,-0.3161559571378443,1.2641976650017,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
United States Virgin Islands,VIR,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
United States of America,USA,North America,2026,0.16514092472768543,-0.015519374149872214,0.34498750677574,country,saved/country_United_States_of_America.pkl
Uruguay,URY,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Uzbekistan,UZB,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Vanuatu,VUT,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Venezuela (Bolivarian Republic of),VEN,Latin America and Caribbean,2026,-1.2131752848091097,-11.214246280655102,8.66287424199195,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Viet Nam,VNM,East Asia and Pacific,2026,0.07501592659977213,-0.12454612850236683,0.2810423282000855,country,saved/country_Viet_Nam.pkl
Yemen,YEM,Middle East and North Africa,2026,4.029287261457757,-2.200690598792516,10.005829944405036,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Zambia,ZMB,Sub-Saharan Africa,2026,0.46316365285610744,-0.30582422695003225,1.2505224951660103,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Zimbabwe,ZWE,Sub-Saharan Africa,2026,0.46316365285610744,-0.30791855190633477,1.1946058839949862,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Afghanistan,AFG,South Asia,2027,2.560946562991564,-1.9577342492722871,6.818616767432591,country,saved/country_Afghanistan.pkl
Albania,ALB,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Algeria,DZA,Middle East and North Africa,2027,4.227895625198864,-1.1642837275580036,9.855838486228233,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
American Samoa,ASM,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Angola,AGO,Sub-Saharan Africa,2027,0.4416910824833424,-0.3722188414240973,1.2073433589459175,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Antigua and Barbuda,ATG,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Argentina,ARG,Latin America and Caribbean,2027,-1.5422440639834964,-11.314935455129124,8.264012732664668,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Armenia,ARM,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Australia,AUS,East Asia and Pacific,2027,-0.05967994107191757,-0.6331649115932348,0.5181134267840133,country,saved/country_Australia.pkl
Austria,AUT,Europe and Central Asia,2027,3.561550816966835,-0.6837577220518949,7.610011831035744,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Azerbaijan,AZE,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Bahamas,BHS,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Bangladesh,BGD,South Asia,2027,-0.076761969985847,-1.0022950577890593,0.816711766763875,country,saved/country_Bangladesh.pkl
Barbados,BRB,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Belarus,BLR,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Belgium,BEL,Europe and Central Asia,2027,3.561550816966835,-0.7047484061022138,7.805765950143404,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Belize,BLZ,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Benin,BEN,Sub-Saharan Africa,2027,0.4416910824833424,-0.31739855724608174,1.1808367556320036,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Bermuda,BMU,North America,2027,,,,no_model_insufficient_data,
Bhutan,BTN,South Asia,2027,,,,no_model_insufficient_data,
Bolivia (Plurinational State of),BOL,Latin America and Caribbean,2027,-1.5422440639834964,-10.950376038733932,7.986170325109021,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Bosnia and Herzegovina,BIH,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Botswana,BWA,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Brazil,BRA,Latin America and Caribbean,2027,0.10718613738482834,-0.0338743403177091,0.24080687224181652,country,saved/country_Brazil.pkl
British Virgin Islands,VGB,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Bulgaria,BGR,Europe and Central Asia,2027,3.561550816966835,-0.5393559016929832,7.9843665635125225,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Burkina Faso,BFA,Sub-Saharan Africa,2027,0.4416910824833424,-0.3028948873829383,1.1901728589942695,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Burundi,BDI,Sub-Saharan Africa,2027,0.4416910824833424,-0.41253780615295677,1.2436327834440906,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Cabo Verde,CPV,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Cambodia,KHM,East Asia and Pacific,2027,-0.36083986352905423,-3.5327126124180968,2.7884594911752636,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Cameroon,CMR,Sub-Saharan Africa,2027,0.4416910824833424,-0.33153243720505066,1.2503887087653454,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Canada,CAN,North America,2027,0.22823435213373952,0.05654596085215306,0.4022361801184867,fallback_region:North America,saved/region_North_America.pkl
Cayman Islands,CYM,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Central African Republic,CAF,Sub-Saharan Africa,2027,0.4416910824833424,-0.28018908746217897,1.1924999345535923,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Chad,TCD,Sub-Saharan Africa,2027,0.4416910824833424,-0.3856245988862013,1.2736048194946943,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Chile,CHL,Latin America and Caribbean,2027,-1.5422440639834964,-11.798374507548216,7.539002924337667,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
China,CHN,East Asia and Pacific,2027,-0.3184756946685475,-1.8980747840004386,1.2086994081038434,country,saved/country_China.pkl
"China, Hong Kong Special Administrative Region",HKG,East Asia and Pacific,2027,,,,no_model_insufficient_data,
"China, Macao Special Administrative Region",MAC,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Colombia,COL,Latin America and Caribbean,2027,0.1870213299591419,-0.16211310282275854,0.5384349972551633,country,saved/country_Colombia.pkl
Comoros,COM,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Congo,COG,Sub-Saharan Africa,2027,0.4416910824833424,-0.33700710336890927,1.2430614737080274,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Costa Rica,CRI,Latin America and Caribbean,2027,-1.5422440639834964,-11.460212010907055,7.649855171241223,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Croatia,HRV,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Cuba,CUB,Latin America and Caribbean,2027,-1.5422440639834964,-10.574102477838302,8.309211800912191,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Cyprus,CYP,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Czechia,CZE,Europe and Central Asia,2027,3.561550816966835,-0.7441195702071857,7.753097677528847,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Côte d’Ivoire,CIV,Sub-Saharan Africa,2027,0.4416910824833424,-0.3524334440411294,1.234080997200444,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Democratic People's Republic of Korea,PRK,East Asia and Pacific,2027,-0.36083986352905423,-3.6296569062289463,2.952704899874211,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Democratic Republic of the Congo,COD,Sub-Saharan Africa,2027,0.8667174221073948,-1.005043170998398,2.5881563707692816,country,saved/country_Democratic_Republic_of_the_Congo.pkl
Denmark,DNK,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Djibouti,DJI,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Dominica,DMA,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Dominican Republic,DOM,Latin America and Caribbean,2027,-1.5422440639834964,-11.12419501863601,7.545151443082377,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Ecuador,ECU,Latin America and Caribbean,2027,-1.5422440639834964,-10.55254251983879,8.404030627356768,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Egypt,EGY,Middle East and North Africa,2027,,,,no_model_insufficient_data,
